u,g,r,i,z,CLASS
20.043,19.096,18.79,18.661,18.658,STAR
20.437,19.45,19.143,19.011,19.012,STAR
21.698,19.681,18.8,18.438,18.203,STAR
22.198,20.589,19.722,19.371,19.298,STAR
21.019,19.887,19.407,19.171,19.162,STAR
20.3,19.123,18.574,18.374,18.243,STAR
22.446,20.143,18.768,18.058,17.644,STAR_LATE
23.44,20.388,19.215,18.754,18.446,STAR
22.299,20.032,18.962,18.575,18.358,STAR
19.032,19.111,19.552,19.837,20.198,STAR
22.582,20.367,19.078,18.326,17.894,STAR_LATE
22.002,20.488,19.936,19.726,19.541,STAR
22.191,20.892,20.349,20.082,20.008,STAR
21.169,20.268,19.972,19.871,19.928,STAR
22.903,20.248,18.99,18.455,18.159,STAR
22.093,20.567,20.017,19.823,19.801,STAR
23.263,20.77,19.595,19.155,18.899,STAR
21.617,20.964,20.465,20.218,20.205,QSO
22.007,20.709,20.276,19.998,20.056,STAR
21.146,20.481,20.167,20.016,19.961,STAR
21.376,20.13,19.574,19.334,19.165,STAR
20.54,19.338,18.845,18.62,18.528,STAR
22.045,20.922,20.443,20.159,20.264,STAR
21.292,19.418,18.623,18.292,18.138,STAR
21.561,19.67,18.78,18.401,18.264,STAR
19.73,18.984,18.841,18.797,18.549,HIZ_QSO
17.355,16.187,15.863,15.689,15.619,STAR
21.143,20.203,20.069,20.028,20.33,STAR
23.691,21.172,19.85,19.071,18.575,STAR_LATE
21.623,20.671,20.398,20.305,20.214,STAR
21.626,20.622,20.364,20.242,20.033,STAR
20.275,18.988,18.495,18.261,18.147,STAR
22.675,20.16,18.759,18.026,17.63,STAR_LATE
19.696,18.748,18.375,18.176,18.069,STAR
20.672,19.331,18.784,18.579,18.477,STAR
21.678,20.518,19.992,19.795,19.662,STAR
21.435,20.564,20.287,20.188,20.134,STAR
23.472,20.65,19.484,18.953,18.701,STAR
20.845,19.876,19.447,19.298,19.267,STAR
22.557,20.765,19.901,19.604,19.336,STAR
22.224,20.851,20.171,19.956,19.753,STAR
19.704,18.984,19.006,18.985,18.775,HIZ_QSO
22.41,20.956,20.458,20.27,20.189,STAR
23.503,20.256,18.846,17.563,16.875,STAR_LATE
21.116,20.467,20.073,19.749,19.773,GALAXY
20.451,19.473,19.135,19.009,18.87,STAR
20.696,19.444,18.91,18.697,18.539,STAR
21.031,19.728,19.123,18.874,18.738,STAR
21.276,19.958,19.405,19.179,19.089,STAR
20.753,19.527,18.911,18.649,18.517,STAR
22.364,20.732,20.241,20.004,19.957,STAR
20.496,19.805,19.701,19.613,19.466,QSO
21.018,20.148,19.787,19.682,19.6,STAR
20.461,19.631,19.368,19.253,19.224,STAR
20.895,20.034,19.63,19.486,19.343,STAR
22.402,19.95,18.769,18.27,17.956,STAR
21.402,20.577,20.31,20.276,20.221,STAR
20.516,19.209,18.673,18.47,18.369,STAR
22.087,20.89,20.25,19.98,19.788,STAR
19.489,18.696,18.476,18.394,18.377,STAR
20.732,19.659,19.194,18.98,18.847,STAR
20.185,18.869,18.349,18.111,18.009,STAR
19.929,19.573,19.243,19.221,19.218,QSO
20.894,20.322,20.23,20.236,20.05,QSO
22.852,20.348,19.341,18.752,18.358,STAR_LATE
20.244,19.68,19.759,19.595,19.366,HIZ_QSO
22.108,20.982,20.474,20.306,20.162,STAR
22.699,20.465,19.133,18.477,18.126,STAR_LATE
21.578,20.12,19.608,19.38,19.313,STAR
22.281,20.602,20.009,19.75,19.607,STAR
22.077,19.496,18.315,17.9,17.643,STAR
20.109,19.035,19.024,19.079,19.149,STAR
19.918,19.126,18.819,18.751,18.712,STAR
21.56,20.622,20.129,19.933,19.838,STAR
21.522,19.961,19.395,19.242,19.099,STAR
21.64,19.906,19.112,18.795,18.627,STAR
22.133,20.52,19.662,19.341,19.12,STAR
17.758,16.753,16.432,16.323,16.301,STAR
21.469,20.156,19.591,19.374,19.163,STAR
20.032,20.499,20.969,21.267,21.478,STAR
20.604,19.444,18.892,18.685,18.607,STAR
20.779,19.551,19.529,19.572,19.63,STAR
20.691,20.365,20.102,20.034,19.73,QSO
20.689,19.37,18.857,18.647,18.519,STAR
20.269,19.294,19.118,19.073,19.188,STAR
20.528,19.653,19.313,19.225,19.131,STAR
21.604,19.537,18.497,18.087,17.863,STAR
20.071,18.772,18.977,19.155,19.231,STAR
19.973,18.972,18.541,18.366,18.29,STAR
23.04,21.013,19.618,18.996,18.674,STAR_LATE
22.275,19.864,18.658,18.093,17.749,STAR_LATE
23.686,21.002,19.627,18.988,18.656,STAR_LATE
22.689,21.291,20.449,20.142,19.837,STAR
22.89,20.912,19.454,18.702,18.243,STAR_LATE
20.761,19.624,19.452,19.427,19.411,STAR
20.577,19.305,18.8,18.646,18.582,STAR
23.278,21.06,19.761,19.149,18.762,STAR_LATE
19.545,18.7,18.364,18.225,18.164,STAR
22.07,20.935,20.397,20.137,20.025,STAR
20.129,18.862,18.251,18.056,17.904,STAR
20.94,19.514,18.956,18.692,18.62,STAR
22.381,20.799,20.218,19.935,19.833,STAR
23.583,21.126,19.889,19.4,19.152,STAR_LATE
20.567,19.642,19.372,19.298,19.233,STAR
22.295,19.909,18.591,18.095,17.788,STAR_LATE
21.927,19.519,18.316,17.779,17.454,STAR_LATE
20.622,19.24,18.703,18.478,18.364,STAR
22.463,20.409,19.101,18.481,18.155,STAR_LATE
20.471,19.271,18.687,18.462,18.38,STAR
21.656,20.56,20.394,20.389,20.398,STAR
20.916,19.965,19.741,19.651,19.445,STAR
20.894,19.683,19.154,18.971,18.835,STAR
22.259,21.045,20.484,20.164,20.322,STAR
17.732,16.665,16.294,16.183,16.123,STAR
21.627,20.712,20.644,20.669,20.386,QSO
21.171,20.069,19.576,19.348,19.261,STAR
20.505,19.231,18.711,18.493,18.353,STAR
22.175,21.014,20.508,20.34,20.272,STAR
20.307,19.372,19.026,18.887,18.755,STAR
22.248,19.922,18.807,18.376,18.143,STAR
22.653,20.017,18.635,18,17.678,STAR_LATE
22.574,21.164,20.646,20.323,20.395,STAR
22.472,20.598,19.752,19.433,19.2,STAR
23.1,20.903,19.51,18.82,18.438,STAR_LATE
20.844,19.231,18.606,18.356,18.163,STAR
21.055,19.758,19.219,19.023,18.865,STAR
22.148,20.16,19.331,19.053,18.991,STAR
20.199,18.737,18.196,17.991,17.892,STAR
21.098,20.084,19.756,19.639,19.587,STAR
22.087,20.832,20.262,20.023,19.984,STAR
20.975,20.497,20.411,20.373,20.345,HIZ_QSO
20.777,19.342,18.773,18.549,18.502,STAR
20.868,20.337,20.252,20.23,19.95,QSO
20.709,19.845,19.6,19.491,19.547,STAR
20.933,19.936,19.562,19.429,19.375,STAR
20.258,19.379,19.047,18.921,18.922,STAR
21.787,20.22,19.455,19.152,19.087,STAR
21.278,20.543,20.31,20.263,20.216,STAR
20.514,19.163,18.625,18.431,18.405,STAR
20.714,19.805,19.421,19.246,19.132,STAR
22.187,20.265,19.371,19.034,18.85,STAR
21.103,20.369,19.913,19.742,19.708,STAR
21.636,20.559,19.974,19.726,19.595,STAR
21.17,20.244,19.89,19.757,19.784,STAR
23.638,20.535,19.07,18.338,17.943,STAR_LATE
19.548,18.405,18.61,18.803,18.889,STAR
23.18,20.399,19.483,19.171,19.025,STAR
20.923,20.186,20.003,19.997,20.039,HIZ_QSO
19.598,18.373,18.513,18.615,18.706,STAR
22.785,21.28,19.828,19.005,18.512,STAR_LATE
20.539,19.27,18.727,18.496,18.39,STAR
21.292,20.209,19.626,19.366,19.284,STAR
21.578,20.686,20.486,20.381,20.473,STAR
18.041,17.095,16.853,16.773,16.773,STAR
20.012,18.752,18.209,17.958,17.814,STAR
21.126,20.358,20.036,20.002,19.948,STAR
21.394,20.572,20.296,20.139,20.167,STAR
21.478,20.699,20.209,20.101,20.134,STAR
20.85,19.486,18.926,18.695,18.596,STAR
22.679,20.767,19.922,19.576,19.386,STAR
21.485,20.526,20.487,20.443,20.382,STAR
18.354,17.231,16.859,16.729,16.697,STAR
21.692,20.694,20.383,20.238,20.38,STAR
21.408,20.63,20.298,20.211,20.252,STAR
19.633,18.701,18.384,18.268,18.274,STAR
20.672,19.342,18.802,18.588,18.502,STAR
21.838,19.544,18.396,17.956,17.716,STAR
22.761,21.093,19.861,19.313,19.036,STAR
20.314,19.557,19.18,19.054,18.95,STAR
22.533,20.507,19.686,19.366,19.3,STAR
22.289,20.836,20.092,19.779,19.879,STAR
22.375,20.443,19.549,19.159,18.975,STAR
21.818,20.588,20.278,20.13,20.404,STAR
23.793,20.559,19.322,18.775,18.44,STAR_LATE
21.372,20.5608,19.9958,19.4938,19.2891,QSO
20.9983,19.383,19.1879,19.0699,19.0058,HIZ_QSO
23.2901,23.4885,21.3915,20.5783,19.6149,STAR_LATE
21.8517,19.2282,17.7445,16.4753,15.8048,STAR_LATE
19.1727,18.9012,18.8442,18.7374,18.6753,QSO
20.0087,19.9154,19.7628,19.305,19.2054,QSO
19.2447,19.0062,18.7602,18.6134,18.5684,QSO
24.3143,22.998,21.5379,20.018,18.936,STAR_LATE
19.7451,19.785,19.4328,19.364,19.4312,QSO
18.8499,18.8045,18.6149,18.5991,18.6123,QSO
18.8183,18.831,18.5999,18.5331,18.5699,QSO
19.8551,19.297,19.3738,19.277,19.0802,QSO
19.3879,19.1615,19.1499,19.066,18.9639,QSO
23.8981,20.6358,20.0557,19.4499,19.3724,QSO
21.4344,18.8902,17.4895,16.4893,15.9479,STAR_LATE
24.7197,24.1422,23.6564,20.9413,19.0638,STAR_LATE
21.8113,19.22,17.8039,17.0311,16.5983,STAR_LATE
19.8721,19.814,19.3518,19.304,19.3744,QSO
24.4851,20.6918,20.2997,20.2884,20.2296,HIZ_QSO
19.3164,19.2363,19.0045,18.9983,19.1297,QSO
19.2023,18.9993,18.8635,18.8733,18.7453,QSO
20.6001,19.86,19.0639,18.616,18.3045,QSO
20.338,17.7283,16.4685,15.8423,15.5159,STAR_LATE
18.6013,18.5791,18.4459,18.4041,17.9422,QSO
19.5999,19.4865,19.4209,19.192,19.1415,QSO
19.9968,19.5495,19.6059,19.382,19.5332,QSO
19.9861,19.517,19.4568,19.369,19.1261,QSO
19.8463,19.7323,19.4775,19.4222,19.5403,QSO
19.5124,19.2523,19.1585,18.9743,18.946,QSO
18.7485,18.3503,18.1876,18.0783,17.9647,QSO
20.3651,20.0532,19.3995,19.1583,18.6484,QSO
20.0332,19.5302,19.1314,19.0481,18.9039,QSO
19.5205,19.3857,19.275,18.9748,18.8503,QSO
19.5019,19.1292,19.0216,18.8229,18.7569,QSO
20.2858,19.5715,18.793,18.3841,18.1915,QSO
19.1665,19.0867,18.946,18.8298,18.9062,QSO
23.3439,22.3011,20.7858,19.8739,19.0976,STAR_LATE
19.2436,19.2617,18.856,18.8008,19.003,QSO
19.6655,19.5177,19.262,19.4327,19.4916,QSO
18.5407,18.4972,18.4802,18.4044,18.0217,QSO
19.2055,19.1423,18.922,18.8283,18.9538,QSO
20.1373,19.5467,19.444,19.4207,19.2295,QSO
19.0768,18.8625,18.8373,18.6283,18.3306,QSO
18.5485,18.4343,18.324,18.3184,18.1834,QSO
21.9561,19.8461,19.5616,19.3888,19.3338,HIZ_QSO
19.1009,18.7112,18.6946,18.5089,18.5351,QSO
19.4064,19.2232,19.0855,19.0371,18.9109,QSO
25.1359,23.1927,21.2555,20.0594,19.4588,STAR_LATE
19.1614,19.1123,19.175,19.0173,19.0476,QSO
18.8925,18.8087,18.631,18.6428,18.7274,QSO
19.1025,18.8917,19.004,18.8618,18.6185,QSO
19.5744,19.3742,19.1945,19.3241,19.5671,QSO
22.4924,19.6832,18.1845,17.0302,16.4107,STAR_LATE
19.0965,18.7907,18.706,18.5728,18.3967,QSO
19.8747,19.1791,19.0876,18.9918,18.7689,HIZ_QSO
19.7858,19.5901,19.3366,19.3558,19.535,QSO
18.4164,17.9373,17.797,17.8084,17.6595,QSO
18.8457,18.7402,18.4852,18.4544,18.1287,QSO
18.9715,18.7568,18.6266,18.674,18.5824,QSO
22.1631,20.634,19.7694,18.6542,18.0426,STAR_LATE
19.2814,18.8916,18.525,18.6048,18.6045,QSO
19.9204,19.4073,19.3924,19.3611,19.0966,QSO
18.3644,18.0427,17.834,17.8308,17.8249,QSO
19.4593,19.0972,18.817,18.5253,18.5052,QSO
19.3275,19.0938,19.0506,19.233,19.0907,QSO
17.5656,17.1873,17.0615,17.0892,16.9467,QSO
19.8957,19.7625,19.4683,19.3822,19.2923,QSO
19.9007,19.6445,19.2523,19.1263,19.1147,QSO
18.8023,19.0002,18.753,18.7373,18.8229,QSO
18.6043,18.3552,18.276,18.4133,18.3433,QSO
17.7114,17.4472,17.194,16.7004,16.6366,QSO
21.7406,19.3212,17.7862,16.6144,15.9624,STAR_LATE
21.3218,19.1593,17.7645,16.5487,15.9031,STAR_LATE
20.2633,20.0326,19.9587,19.5162,19.6397,QSO
22.1507,19.5975,18.1222,16.9884,16.3453,STAR_LATE
18.8539,18.5356,18.4392,18.3804,18.1951,QSO
22.3125,19.8276,18.3079,17.3213,16.7737,STAR_LATE
26.1413,20.97,20.1906,19.984,19.9315,QSO
20.7834,20.7819,20.4823,20.4057,20.4385,QSO
20.6504,20.3745,20.0166,19.9945,20.0081,QSO
20.8337,20.7062,20.3493,20.2972,20.3909,QSO
20.3181,20.1071,19.9614,19.8813,19.8332,QSO
24.8149,23.1902,21.5338,19.6803,18.579,STAR_LATE
20.7866,19.7709,19.127,18.9644,18.6953,QSO
20.7799,20.5956,20.3077,20.4498,20.2438,QSO
23.9758,23.2632,22.2824,19.7043,18.4457,STAR_LATE
21.8474,19.3878,17.961,17.0426,16.5341,STAR_LATE
20.0928,19.4882,19.3698,19.3438,19.1786,HIZ_QSO
21.9774,19.8455,18.3638,17.4017,16.8747,STAR_LATE
22.6839,20.3723,18.6778,17.9821,17.5933,STAR_LATE
20.5574,20.5971,20.5392,20.1372,19.9541,QSO
22.1253,19.6211,18.2451,17.2235,16.6959,STAR_LATE
19.4385,19.289,18.825,18.2904,18.2036,QSO
19.7243,19.2573,19.2452,19.0045,18.8812,QSO
22.9315,21.3847,19.5472,18.2712,17.8633,STAR_LATE
19.6694,19.0202,18.9301,18.9374,18.8608,HIZ_QSO
19.748,19.8475,19.5433,19.4938,19.3343,QSO
22.2137,19.796,18.4931,17.8284,17.4394,STAR_LATE
19.9853,19.9413,19.4992,19.236,18.6605,QSO
19.8118,19.4869,19.0683,19.0652,18.8977,QSO
20.6934,20.3803,19.9572,19.6978,19.8456,QSO
19.2085,18.7191,18.5956,18.5965,18.4356,HIZ_QSO
21.8989,19.8937,18.3739,17.4552,16.9594,STAR_LATE
25.5026,22.1774,20.9646,20.6262,20.3961,STAR_LATE
22.6751,20.8259,20.6107,20.5515,20.4196,HIZ_QSO
23.5455,21.9327,20.6624,19.695,19.1322,STAR_LATE
25.6788,24.0144,21.7738,20.4274,19.8588,STAR_LATE
19.505,19.4935,19.0693,19.1639,19.1009,QSO
19.8278,19.6787,19.3919,19.4801,19.4403,QSO
20.3086,19.8773,19.8641,19.6244,19.4952,QSO
20.6777,20.0594,19.7822,19.3695,19.3558,QSO
21.1001,20.5024,19.6012,19.1075,18.8539,QSO
20.4163,19.6745,19.5849,19.6588,19.3114,HIZ_QSO
24.7175,21.6023,20.9642,20.6761,20.4039,QSO
23.854,21.8023,20.1968,19.2069,19.0782,STAR_LATE
23.936,23.2355,20.7291,20.6532,20.2617,QSO
20.0252,19.8354,19.6408,19.4333,19.3876,QSO
22.8812,20.2098,20.0056,19.9981,19.7201,HIZ_QSO
19.0158,18.7416,18.5448,18.4835,18.6213,QSO
20.0553,19.9576,19.5989,19.4799,19.3326,QSO
19.3977,19.3121,19.2096,19.0597,18.9353,QSO
22.8782,22.7978,21.5221,19.5786,18.5068,STAR_LATE
21.4265,18.9405,17.4987,16.2694,15.6037,STAR_LATE
19.6697,19.4266,19.2254,19.1358,18.8358,QSO
19.5631,19.4247,19.1966,19.3131,19.196,QSO
22.607,21.7077,20.4403,19.2042,18.535,STAR_LATE
22.0681,19.5023,18.1329,17.1372,16.6078,STAR_LATE
21.9959,19.3724,17.9403,16.7168,16.1134,STAR_LATE
22.0544,19.7062,18.2242,16.9608,16.3163,STAR_LATE
20.6236,20.2812,19.6892,19.2807,19.1172,QSO
20.3251,19.7261,19.5899,19.3289,19.3725,QSO
22.9901,20.4098,18.8766,18.3196,17.9406,STAR_LATE
21.1171,18.5789,17.1546,16.5756,16.1888,STAR_LATE
21.3213,18.8623,17.4168,16.2558,15.5959,STAR_LATE
21.5215,18.7739,17.4669,16.9249,16.6133,STAR_LATE
22.8309,21.7548,20.296,19.11,18.5029,STAR_LATE
23.0551,21.2321,19.5896,18.6676,18.1386,STAR_LATE
22.6836,21.5364,19.9155,19.2606,18.8141,STAR_LATE
21.3054,18.7199,17.3976,16.9746,16.7227,STAR_LATE
19.39,18.9856,19.0297,18.9298,18.9753,QSO
20.1948,20.0325,19.8316,19.6067,19.6371,QSO
23.0039,20.6247,19.0152,17.115,16.0692,STAR_LATE
20.7957,20.2217,19.916,19.5118,19.5018,QSO
20.9314,20.6186,20.5147,20.2424,20.3488,QSO
21.5962,19.5885,18.1639,16.7669,15.974,STAR_LATE
26.3261,22.9404,21.3579,19.4647,18.3976,STAR_LATE
21.2712,18.8351,17.3417,16.2167,15.5919,STAR_LATE
24.547,21.8786,20.303,18.4384,17.3805,STAR_LATE
19.6988,19.5809,19.5486,19.3206,19.3072,QSO
21.4807,19.0339,17.5906,16.6667,16.1399,STAR_LATE
23.4467,23.2839,21.6046,20.6015,20.3201,STAR_LATE
20.273,20.0093,19.6598,19.6346,19.5196,QSO
21.6126,20.7222,20.8522,20.7315,20.4211,HIZ_QSO
22.0685,19.8116,18.2571,16.8019,16.0131,STAR_LATE
21.4815,18.9145,17.445,16.4469,15.899,STAR_LATE
22.6097,20.7036,20.5167,20.3081,20.1596,HIZ_QSO
24.1612,23.6553,21.9951,19.5511,18.2133,STAR_LATE
23.7339,21.0975,20.027,19.9308,20.1122,HIZ_QSO
19.8765,19.8091,19.3412,19.084,18.6491,QSO
23.3692,20.7266,19.169,18.3217,17.7885,STAR_LATE
21.6648,19.1715,17.719,16.4714,16.3328,STAR_LATE
22.248,19.6466,17.381,16.1564,16.6458,STAR_LATE
25.6213,25.4871,23.1786,20.5291,18.486,STAR_LATE
20.2127,18.3397,16.2865,15.5515,15.1477,STAR_LATE
22.7212,22.0906,20.3513,18.086,16.8304,STAR_LATE
20.9462,18.5296,17.0876,16.285,15.8484,STAR_LATE
22.0881,20.9752,20.2253,19.5514,18.9908,STAR_LATE
24.1818,20.9981,20.2493,20.0241,19.9632,QSO
21.8701,19.6887,18.2316,16.784,16.0064,STAR_LATE
19.9409,19.8533,19.4912,19.346,19.4514,QSO
23.9519,22.4099,20.8486,18.5251,17.3096,STAR_LATE
19.8367,19.5937,19.3056,19.2829,19.1632,QSO
19.9276,19.4897,19.4236,19.4679,19.3935,QSO
19.0328,18.6368,18.1306,17.645,17.4494,QSO
19.0431,18.9947,18.6875,18.2155,18.2455,QSO
19.8702,18.9987,18.2599,17.7338,17.4745,QSO
20.3518,20.0563,19.7172,19.452,19.4275,QSO
20.1124,19.8021,19.3811,19.2288,19.2303,QSO
18.8685,18.8125,18.6404,18.2692,18.3074,QSO
22.6321,22.837,21.3116,19.3621,17.6396,STAR_LATE
23.4578,21.4043,19.7583,18.1162,17.1886,STAR_LATE
19.5836,19.496,19.4854,19.2702,19.2949,QSO
25.1982,22.8288,21.0573,18.9543,17.7025,STAR_LATE
19.8845,19.0428,18.3479,17.7818,17.6745,QSO
18.4412,18.1763,18.2043,18.0279,17.9517,QSO
20.9674,18.3688,16.9219,15.9439,15.4226,STAR_LATE
19.5397,19.2488,19.3649,19.1238,18.8599,QSO
19.5992,19.6052,19.4325,19.3643,19.3438,QSO
19.4562,19.1832,19.3015,19.1263,19.0266,QSO
22.3966,20.5418,20.2228,20.1954,20.0481,HIZ_QSO
18.9661,18.5209,18.607,18.5889,18.5132,QSO
23.9572,22.8663,21.1532,19.0714,17.9517,STAR_LATE
19.9449,19.4409,18.644,18.1449,17.8365,QSO
19.2195,19.0906,18.9514,18.7064,18.5914,QSO
23.4272,20.9175,20.6315,20.549,20.5084,HIZ_QSO
19.6752,19.4428,19.1316,19.1294,19.1167,QSO
18.9984,18.6013,18.6396,18.4394,18.5142,QSO
22.7112,20.8746,18.8267,18.0286,17.5548,STAR_LATE
24.2213,23.6643,21.7767,19.3271,17.8815,STAR_LATE
23.5762,19.5434,19.1003,18.9759,18.968,HIZ_QSO
20.9604,18.5655,17.3544,16.842,16.5499,STAR_LATE
19.9056,19.5229,19.3146,18.4116,17.6857,STAR_LATE
24.3781,24.4375,23.2475,20.5955,19.0629,STAR_LATE
19.7375,19.4414,19.3765,19.0901,18.8311,QSO
19.2607,18.5919,18.0717,18.0306,17.8777,QSO
25.6882,25.3193,23.2321,20.3917,18.8596,STAR_LATE
19.3536,19.1411,19.1268,19.1021,18.9617,QSO
22.4946,20.9781,20.7308,20.1438,19.4306,QSO
19.5104,18.718,18.1288,17.5991,17.5195,QSO
20.596,19.8168,19.2996,19.0135,18.9559,QSO
19.4814,19.2564,19.1085,18.9791,18.5864,QSO
23.1461,20.2998,18.8121,17.7495,17.5059,STAR_LATE
24.687,20.963,19.8113,19.71,19.556,HIZ_QSO
20.0872,19.372,19.3357,19.341,19.1303,HIZ_QSO
18.9632,18.6589,18.4907,18.1951,17.9314,QSO
19.3101,18.8799,18.5767,18.5111,18.3742,QSO
20.3141,20.2617,19.9165,19.7993,19.885,QSO
20.6328,18.1419,16.7936,16.1136,15.7268,STAR_LATE
20.0152,19.3078,18.6746,18.2275,18.0126,QSO
19.731,19.6888,19.5896,19.4589,19.4055,QSO
19.9668,19.4058,19.329,19.2084,18.8871,QSO
20.0935,19.4156,19.0372,18.0468,17.3049,STAR_LATE
24.5357,22.9635,21.0624,20.4243,20.0601,QSO
20.5927,20.7213,20.4172,20.3406,20.282,QSO
23.7061,21.2302,19.6219,18.0453,17.2092,STAR_LATE
23.643,24.2274,22.6694,20.3397,18.7756,STAR_LATE
21.791,19.3517,17.905,17.1474,16.7038,STAR_LATE
23.9493,24.4429,22.5382,19.8542,18.3736,STAR_LATE
19.665,19.4697,19.3245,19.3684,19.3669,QSO
23.3936,21.5372,20.2558,19.1314,18.5514,STAR_LATE
19.1181,18.8386,18.8495,18.6952,18.6825,QSO
19.4001,19.1186,18.9835,18.8592,18.9062,QSO
20.4897,19.7722,19.8474,19.7759,19.4725,QSO
21.8854,20.1962,18.9375,18.7201,18.2426,QSO
19.4631,19.3083,19.2665,19.087,19.0817,QSO
20.7504,20.1572,19.9524,20.1067,19.7232,QSO
24.2773,22.7028,21.2873,19.8491,19.368,STAR_LATE
21.7176,19.8876,18.819,17.9814,17.4828,STAR_LATE
19.1878,19.0822,18.8724,18.91,18.892,QSO
23.8426,20.9402,19.3312,18.1802,17.5521,STAR_LATE
23.9024,25.7881,24.0373,20.9451,19.3111,STAR_LATE
19.4167,19.2411,18.9354,18.861,18.851,QSO
23.4665,19.946,19.2273,19.029,18.9079,HIZ_QSO
20.0165,19.5925,19.1305,18.9835,18.895,QSO
19.4761,19.2989,19.2767,19.0036,19.1138,QSO
19.7396,19.2165,19.1403,19.1853,19.0761,HIZ_QSO
22.4251,19.5695,19.4663,19.5602,19.4928,QSO
19.8496,19.5481,19.349,19.0892,19.0474,QSO
21.7621,19.7803,18.6028,18.0678,17.7553,QSO
17.3767,17.1984,17.1619,17.0148,17.0573,QSO
19.0417,19.0175,18.7483,18.7134,18.8224,QSO
19.3877,19.3285,19.0025,18.7675,18.4974,QSO
20.1297,19.7759,19.6023,19.3969,19.4537,QSO
20.3573,19.3874,18.5229,17.9918,17.7433,QSO
20.2777,19.9048,19.5077,19.2645,19.0798,QSO
19.8059,19.4616,19.1485,18.8405,18.7652,QSO
20.3785,19.8049,19.4004,19.0989,18.8162,QSO
19.5941,19.4936,19.3165,19.3135,19.3281,QSO
20.9155,18.3545,16.9003,15.6384,14.9831,STAR_LATE
19.4716,19.1925,19.1513,18.9533,18.9013,QSO
19.5431,19.3135,19.0771,19.0652,19.0387,QSO
19.5716,19.2181,19.003,18.8242,18.7498,QSO
20.6959,20.311,19.725,19.2552,19.3177,QSO
19.5586,19.2985,19.2763,19.0813,19.1868,QSO
19.5729,19.3808,19.1797,19.1576,19.2365,QSO
20.4744,19.7934,19.0519,18.6048,18.3141,QSO
19.063,18.8378,18.9397,18.7226,18.4926,QSO
19.089,18.7978,18.8157,18.6806,18.5585,QSO
24.5195,22.2311,20.941,19.9065,19.6155,STAR_LATE
19.7068,19.3978,18.9727,18.6186,18.4956,QSO
20.0173,19.9065,19.879,19.4851,19.6416,QSO
19.8345,19.5781,19.526,19.4841,19.5,QSO
20.5795,19.9331,19.7122,19.2183,19.1193,QSO
19.1236,18.9091,18.952,18.8832,18.8806,QSO
19.9754,19.5921,19.387,19.4451,19.3476,QSO
19.8373,19.5185,19.3043,19.2478,18.901,QSO
19.3214,19.2043,18.6958,18.26,18.0572,QSO
20.2463,19.5976,19.5751,19.5051,19.2203,QSO
18.4484,18.1964,18.0302,18.1042,18.1965,QSO
19.5904,19.4964,19.4022,19.3422,19.2043,QSO
18.3302,18.253,18.0994,17.9058,17.7967,QSO
19.5931,19.575,19.5234,19.2817,19.3181,QSO
21.0062,18.5106,17.0924,16.1379,15.6368,STAR_LATE
19.7652,17.1643,15.8767,15.3001,14.9724,STAR_LATE
20.043,19.85,19.7344,19.4527,19.4197,QSO
20.4036,19.9601,19.3077,19.1289,19.1311,QSO
25.0605,22.1575,20.7601,19.5879,19.2967,STAR_LATE
18.8492,18.2215,18.1911,18.1482,17.9296,HIZ_QSO
18.9659,18.7192,18.6157,18.543,18.371,QSO
17.9129,17.5462,17.5257,17.568,17.4453,QSO
20.2383,19.8735,19.3123,19.0639,18.6963,QSO
19.7249,19.5913,19.4601,19.3771,19.4455,QSO
20.3219,19.6823,19.4157,19.304,18.9955,QSO
18.7373,18.4463,18.1767,18.2211,18.1862,QSO
19.8292,19.3883,19.4007,19.185,19.1512,QSO
18.8403,18.8811,18.4825,18.3088,17.6907,QSO
19.1493,18.7893,18.6147,18.7181,18.627,QSO
19.6568,18.9903,18.9321,18.6082,18.3584,QSO
19.2393,18.6143,18.2917,18.2681,17.7143,QSO
19.8766,19.6565,19.6462,19.4623,19.5823,QSO
17.7446,17.6406,17.4794,17.1729,17.3178,QSO
19.3076,19.1331,19.0887,18.9939,18.8196,QSO
21.2278,19.5112,19.1641,19.0811,18.9767,HIZ_QSO
18.9007,18.8222,18.6921,18.8482,18.821,QSO
20.4232,20.0735,19.7133,19.3618,19.2823,QSO
19.0363,19.0691,19.0764,18.8577,18.7971,QSO
20.1561,19.5733,19.0177,18.8951,18.8767,QSO
22.0944,20.8266,19.9205,19.1289,18.6368,STAR_LATE
25.1701,21.4738,20.553,20.5368,20.6625,QSO
18.9505,18.772,18.6407,18.6329,18.2381,QSO
19.5446,19.5632,19.2575,19.126,19.1996,QSO
19.5133,19.3799,19.1506,19.1706,19.2418,QSO
21.4972,19.0291,17.6173,16.2664,15.5427,STAR_LATE
19.0556,18.8892,18.8175,18.581,18.5655,QSO
19.5165,19.0632,18.9985,18.941,18.8053,QSO
19.8773,19.6879,19.5796,19.3466,19.4989,QSO
24.0998,22.4176,20.9065,19.8401,19.4884,STAR_LATE
19.7032,19.0579,18.8837,18.8036,18.7654,QSO
22.1553,20.369,19.0993,18.3914,18.0575,STAR_LATE
19.9904,19.2772,18.5775,18.1991,17.9638,QSO
18.7979,18.6292,18.4771,18.4383,18.518,QSO
22.9847,21.047,19.6233,18.7973,18.7386,STAR_LATE
